Site,Chamber,DateField,DateLabBegin,DateLabEnd,SampleID,SoilWetWeight_DarroPlasBaggie,SoilWetWeight_TownOnArrival,SoilDryWeight_TownPapBag,TownBagType,SoilWetWeight_DarroMinusBaggie,SoilDryWeight_TownMinusPapBag,SoilWetDryWeight_MassDifference,SoilMoisture_DryWeightBasis,SampleIDVialExt,ExtractionSoilWeight,ExtractionKCl,SampleIDVialInc,IncubationSoilWeight_80g,IncubationSoilWeight,IncubationKCl,DateLabBeginInc,DateLabEndInc,SampleIDVialIncDOC,DOCSoilWeight,DOCDIWater,DateLabBeginDOC,DateLabEndDOC,Comments,
F2,E,20/6/2013,20/6/2013,,F2E_2062013,149.69,148.5,124.6,small,146.6,122.19,24.41,0.199770849,extr F2E_2062013,10,50,incub F2E_2062013,10.14,10.14,50,,,,,,,,,
Blank,NA,NaN,20/6/2013,,bnk 2062013,200.49,NA,NA,NA,NA,NA,NA,NA,bnk 2062013,NA,50,NA,NA,NA,NA,,,,,,,,,
Blank,NA,NaN,20/6/2013,,bnk 2062013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 2062013,NA,50,NA,NA,NA,NA,,,,,,,,,
Blank,NA,NaN,20/6/2013,,bnk 2062013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 2062013,NA,50,NA,NA,NA,NA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1,A,25/6/2013,25/6/2013,,S1A_2562013,170.54,169.5,148.3,small,167.45,145.89,21.56,0.147782576,extr S1A_2562013,10.63,50,incub S1A_2562013,10.5,10.5,50,,,,,,,,,
S1,B,25/6/2013,25/6/2013,,S1B_2562013,151.63,150.5,129.1,small,148.54,126.69,21.85,0.17246823,extr S1B_2562013,10.54,50,incub S1B_2562013,10.05,10.05,50,,,,,,,,,
S1,C,25/6/2013,25/6/2013,,S1C_2562013,92.55,91.7,79.8,small,89.46,77.39,12.07,0.155963303,extr S1C_2562013,10.55,50,incub S1C_2562013,10.02,10.02,50,,,,,,,,,
S1,D,25/6/2013,25/6/2013,,S1D_2562013,118.79,117.8,102.2,small,115.7,99.79,15.91,0.159434813,extr S1D_2562013,9.55,50,incub S1D_2562013,10.62,10.62,50,,,,,,,,,
S1,E,25/6/2013,25/6/2013,,S1E_2562013,151.5,150.6,131,small,148.41,128.59,19.82,0.154133292,extr S1E_2562013,9.28,50,incub S1E_2562013,9.46,9.46,50,,,,,,,,,
M1,A,25/6/2013,25/6/2013,,M1A_2562013,119.51,118.6,103.9,small,116.42,101.49,14.93,0.147108089,extr M1A_2562013,9.81,50,incub M1A_2562013,10.3,10.3,50,,,,,,,,,
M1,B,25/6/2013,25/6/2013,,M1B_2562013,108.56,107.6,95.8,small,105.47,93.39,12.08,0.129350037,extr M1B_2562013,9.77,50,incub M1B_2562013,9.79,9.79,50,,,,,,,,,
M1,C,25/6/2013,25/6/2013,,M1C_2562013,161.28,160.4,141,small,158.19,138.59,19.6,0.141424345,extr M1C_2562013,9.46,50,incub M1C_2562013,9.73,9.73,50,,,,,,,,,
M1,D,25/6/2013,25/6/2013,,M1D_2562013,135.44,134.5,118.5,small,132.35,116.09,16.26,0.140063744,extr M1D_2562013,9.4,50,incub M1D_2562013,10.66,10.66,50,,,,,,,,,
M1,E,25/6/2013,25/6/2013,,M1E_2562013,170.11,169,150.2,small,167.02,147.79,19.23,0.130117058,extr M1E_2562013,10.31,50,incub M1E_2562013,9.46,9.46,50,,,,,,,,,
F2,A,25/6/2013,25/6/2013,,F2A_2562013,170.75,169.4,142.8,small,167.66,140.39,27.27,0.194244604,extr F2A_2562013,9.96,50,incub F2A_2562013,9.5,9.5,50,,,,,,,,,
F2,B,25/6/2013,25/6/2013,,F2B_2562013,142.95,141.8,118.2,small,139.86,115.79,24.07,0.207876328,extr F2B_2562013,10.41,50,incub F2B_2562013,9.59,9.59,50,,,,,,,,,
F2,C,25/6/2013,25/6/2013,,F2C_2562013,161.2,159.9,133.6,small,158.11,131.19,26.92,0.205198567,extr F2C_2562013,9.85,50,incub F2C_2562013,10.46,10.46,50,,,,,,,,,
F2,D,25/6/2013,25/6/2013,,F2D_2562013,155.57,154.5,128.5,small,152.48,126.09,26.39,0.209294948,extr F2D_2562013,9.89,50,incub F2D_2562013,10.28,10.28,50,,,,,,,,,
F2,E,25/6/2013,25/6/2013,,F2E_2562013,191.75,190.5,159.1,small,188.66,156.69,31.97,0.204033442,extr F2E_2562013,9.49,50,incub F2E_2562013,9.72,9.72,50,,,,,,,,,
Blank,NA,NaN,25/6/2013,,bnk 2562013,200.08,NA,NA,NA,NA,NA,NA,NA,bnk 2562013,NA,50,NA,NA,NA,NA,,,,,,,,,
Blank,NA,NaN,25/6/2013,,bnk 2562013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 2562013,NA,50,NA,NA,NA,NA,,,,,,,,,
Blank,NA,NaN,25/6/2013,,bnk 2562013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 2562013,NA,50,NA,NA,NA,NA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1,A,27/6/2013,27/6/2013,,S1A_2762013,127.16,125.5,111.5,small,124.07,109.09,14.98,0.137317811,extr S1A_2762013,9.66,50,incub S1A_2762013,10.31,10.31,50,,,,,,,,,
S1,B,27/6/2013,27/6/2013,,S1B_2762013,164.99,164,144.3,small,161.9,141.89,20.01,0.141024737,extr S1B_2762013,9.98,50,incub S1B_2762013,10.29,10.29,50,,,,,,,,,
S1,C,27/6/2013,27/6/2013,,S1C_2762013,171.86,170.4,150.5,small,168.77,148.09,20.68,0.139644811,extr S1C_2762013,9.66,50,incub S1C_2762013,9.95,9.95,50,,,,,,,,,
S1,D,27/6/2013,27/6/2013,,S1D_2762013,169.91,168.9,146.5,small,166.82,144.09,22.73,0.157748629,extr S1D_2762013,10.73,50,incub S1D_2762013,10.37,10.37,50,,,,,,,,,
S1,E,27/6/2013,27/6/2013,,S1E_2762013,149.67,148.5,131,small,146.58,128.59,17.99,0.139902014,extr S1E_2762013,10.1,50,incub S1E_2762013,10.08,10.08,50,,,,,,,,,
M1,A,27/6/2013,27/6/2013,,M1A_2762013,120.61,119.9,106.6,small,117.52,104.19,13.33,0.127939342,extr M1A_2762013,10.04,50,incub M1A_2762013,10.09,10.09,50,,,,,,,,,
M1,B,27/6/2013,27/6/2013,,M1B_2762013,137.36,136.5,120.5,small,134.27,118.09,16.18,0.137014142,extr M1B_2762013,10.08,50,incub M1B_2762013,10.07,10.07,50,,,,,,,,,
M1,C,27/6/2013,27/6/2013,,M1C_2762013,146.35,145.4,129.5,small,143.26,127.09,16.17,0.12723267,extr M1C_2762013,10.17,50,incub M1C_2762013,9.95,9.95,50,,,,,,,,,
M1,D,27/6/2013,27/6/2013,,M1D_2762013,139.85,138.9,123.4,small,136.76,120.99,15.77,0.130341351,extr M1D_2762013,9.98,50,incub M1D_2762013,10.19,10.19,50,,,,,,,,,
M1,E,27/6/2013,27/6/2013,,M1E_2762013,148.57,147.7,130.5,small,145.48,128.09,17.39,0.135763916,extr M1E_2762013,9.95,50,incub M1E_2762013,10.14,10.14,50,,,,,,,,,
F2,A,27/6/2013,27/6/2013,,F2A_2762013,195.93,194.2,162.1,small,192.84,159.69,33.15,0.207589705,extr F2A_2762013,10.21,50,incub F2A_2762013,10.46,10.46,50,,,,,,,,,
F2,B,27/6/2013,27/6/2013,,F2B_2762013,151.46,150,128.7,small,148.37,126.29,22.08,0.174835696,extr F2B_2762013,10.4,50,incub F2B_2762013,9.24,9.24,50,,,,,,,,,
F2,C,27/6/2013,27/6/2013,,F2C_2762013,159.29,158.3,134.3,small,156.2,131.89,24.31,0.184320267,extr F2C_2762013,10.38,50,incub F2C_2762013,10.23,10.23,50,,,,,,,,,
F2,D,27/6/2013,27/6/2013,,F2D_2762013,144.59,143.2,119.9,small,141.5,117.49,24.01,0.204357818,extr F2D_2762013,10.12,50,incub F2D_2762013,9.62,9.62,50,,,,,,,,,
F2,E,27/6/2013,27/6/2013,,F2E_2762013,182.63,181,152.5,small,179.54,150.09,29.45,0.196215604,extr F2E_2762013,9.91,50,incub F2E_2762013,9.27,9.27,50,,,,,,,,,
Blank,NA,NaN,27/6/2013,,bnk 2762013,200.79,NA,NA,NA,NA,NA,NA,NA,bnk 2762013,NA,50,NA,NA,NA,NA,,,,,,,,,
Blank,NA,NaN,27/6/2013,,bnk 2762013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 2762013,NA,50,NA,NA,NA,NA,,,,,,,,,
Blank,NA,NaN,27/6/2013,,bnk 2762013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 2762013,NA,50,NA,NA,NA,NA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1,A,1/7/13,1/7/13,,S1A_1072013,101.15,99.8,90.4,small,98.06,87.99,10.07,0.114444823,extr S1A_1072013,NA,NA,incub S1A_1072013,NA,NA,NA,,,,,,,,"No extractions this sampling day; didn't have time to do F2.  Also, soils weren't weighed for moisture until 12:30 pm the next day (meanwhile in cooler).",
S1,B,1/7/13,1/7/13,,S1B_1072013,133.3,134.8,120.9,small,130.21,118.49,11.72,0.098911301,extr S1B_1072013,NA,NA,incub S1B_1072013,NA,NA,NA,,,,,,,,,
S1,C,1/7/13,1/7/13,,S1C_1072013,148.54,147.3,130.1,small,145.45,127.69,17.76,0.139086851,extr S1C_1072013,NA,NA,incub S1C_1072013,NA,NA,NA,,,,,,,,,
S1,D,1/7/13,1/7/13,,S1D_1072013,142.38,140.9,128,small,139.29,125.59,13.7,0.109085118,extr S1D_1072013,NA,NA,incub S1D_1072013,NA,NA,NA,,,,,,,,,
S1,E,1/7/13,1/7/13,,S1E_1072013,169.36,167.7,150.9,small,166.27,148.49,17.78,0.119738703,extr S1E_1072013,NA,NA,incub S1E_1072013,NA,NA,NA,,,,,,,,,
M1,A,1/7/13,1/7/13,,M1A_1072013,107.48,106.1,95,small,104.39,92.59,11.8,0.127443568,extr M1A_1072013,NA,NA,incub M1A_1072013,NA,NA,NA,,,,,,,,,
M1,B,1/7/13,1/7/13,,M1B_1072013,57.37,56,51.3,small,54.28,48.89,5.39,0.110247494,extr M1B_1072013,NA,NA,incub M1B_1072013,NA,NA,NA,,,,,,,,,
M1,C,1/7/13,1/7/13,,M1C_1072013,71.33,69.9,64,small,68.24,61.59,6.65,0.107972073,extr M1C_1072013,NA,NA,incub M1C_1072013,NA,NA,NA,,,,,,,,,
M1,D,1/7/13,1/7/13,,M1D_1072013,113.98,112.6,102.3,small,110.89,99.89,11,0.110121133,extr M1D_1072013,NA,NA,incub M1D_1072013,NA,NA,NA,,,,,,,,,
M1,E,1/7/13,1/7/13,,M1E_1072013,97.47,96.1,86.2,small,94.38,83.79,10.59,0.126387397,extr M1E_1072013,NA,NA,incub M1E_1072013,NA,NA,NA,,,,,,,,,
Blank,NA,NaN,1/7/13,,bnk 1072013,200.01,NA,NA,NA,NA,NA,NA,NA,bnk 1072013,NA,NA,NA,NA,NA,NA,,,,,,,,,
Blank,NA,NaN,1/7/13,,bnk 1072013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 1072013,NA,NA,NA,NA,NA,NA,,,,,,,,,
Blank,NA,NaN,1/7/13,,bnk 1072013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 1072013,NA,NA,NA,NA,NA,NA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1,A,4/7/13,4/7/13,,S1A_4072013,134.48,132.7,121.1,small,131.39,118.69,12.7,0.107001432,extr S1A_4072013,9.55,50,incub S1A_4072013,9.67,9.67,50,17/7/2013,,,,,,,,
S1,B,4/7/13,4/7/13,,S1B_4072013,134.71,133.4,122.5,small,131.62,120.09,11.53,0.096011325,extr S1B_4072013,9.64,50,incub S1B_4072013,9.98,9.98,50,17/7/2013,,,,,,,,
S1,C,4/7/13,4/7/13,,S1C_4072013,146.59,144.8,131.1,small,143.5,128.69,14.81,0.115082757,extr S1C_4072013,10.37,50,incub S1C_4072013,9.68,9.68,50,17/7/2013,,,,,,,,
S1,D,4/7/13,4/7/13,,S1D_4072013,147.02,145.5,131.3,small,143.93,128.89,15.04,0.116688649,extr S1D_4072013,10.32,50,incub S1D_4072013,10.01,10.01,50,17/7/2013,,,,,,,,
S1,E,4/7/13,4/7/13,,S1E_4072013,128.34,126.5,114.1,small,125.25,111.69,13.56,0.121407467,extr S1E_4072013,10.12,50,incub S1E_4072013,9.93,9.93,50,17/7/2013,,,,,,,,
M1,A,4/7/13,4/7/13,,M1A_4072013,92.16,90.9,80.8,small,89.07,78.39,10.68,0.136241868,extr M1A_4072013,9.83,50,incub M1A_4072013,9.63,9.63,50,17/7/2013,,,,,,,,
M1,B,4/7/13,4/7/13,,M1B_4072013,115.97,114.5,103.1,small,112.88,100.69,12.19,0.121064654,extr M1B_4072013,10.8,50,incub M1B_4072013,9.44,9.44,50,17/7/2013,,,,,,,,
M1,C,4/7/13,4/7/13,,M1C_4072013,145.93,144.2,130.1,small,142.84,127.69,15.15,0.118646723,extr M1C_4072013,9.25,50,incub M1C_4072013,9.49,9.49,50,17/7/2013,,,,,,,,
M1,D,4/7/13,4/7/13,,M1D_4072013,131.72,130.1,116.1,small,128.63,113.69,14.94,0.131409974,extr M1D_4072013,10.35,50,incub M1D_4072013,10.17,10.17,50,17/7/2013,,,,,,,,
M1,E,4/7/13,4/7/13,,M1E_4072013,118.59,117.2,105.2,small,115.5,102.79,12.71,0.123650161,extr M1E_4072013,10.71,50,incub M1E_4072013,10.21,10.21,50,17/7/2013,,,,,,,,
F2,A,4/7/13,4/7/13,,F2A_4072013,114.97,113.6,98.6,small,111.88,96.19,15.69,0.163114669,extr F2A_4072013,10.17,50,incub F2A_4072013,10.35,10.35,50,17/7/2013,,,,,,,,
F2,B,4/7/13,4/7/13,,F2B_4072013,131.2,129.5,112.5,small,128.11,110.09,18.02,0.163684258,extr F2B_4072013,9.8,50,incub F2B_4072013,9.95,9.95,50,17/7/2013,,,,,,,,
F2,C,4/7/13,4/7/13,,F2C_4072013,121.46,119.8,103.9,small,118.37,101.49,16.88,0.166321805,extr F2C_4072013,9.74,50,incub F2C_4072013,9.53,9.53,50,17/7/2013,,,,,,,,
F2,D,4/7/13,4/7/13,,F2D_4072013,115.86,114.5,99.3,small,112.77,96.89,15.88,0.163897203,extr F2D_4072013,10.57,50,incub F2D_4072013,10.02,10.02,50,17/7/2013,,,,,,,,
F2,E,4/7/13,4/7/13,,F2E_4072013,105.87,103.9,91.7,small,102.78,89.29,13.49,0.151080748,extr F2E_4072013,9.58,50,incub F2E_4072013,9.95,9.95,50,17/7/2013,,,,,,,,
Blank,NA,NaN,4/7/13,,bnk 4072013,200.55,NA,NA,NA,NA,NA,NA,NA,bnk 4072013,NA,50,NA,NA,NA,NA,NaN,,,,,,,,
Blank,NA,NaN,4/7/13,,bnk 4072013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 4072013,NA,50,NA,NA,NA,NA,NaN,,,,,,,,
Blank,NA,NaN,4/7/13,,bnk 4072013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 4072013,NA,50,NA,NA,NA,NA,NaN,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1,A,17/7/2013,17/7/2013,,S1A_17072013,161.33,162.1,149.2,medium,158.24,144.4,13.84,0.095844875,extr S1A_17072013,10.22,50,incub S1A_17072013,9.65,9.65,50,,,,,,,,,
S1,B,17/7/2013,17/7/2013,,S1B_17072013,157.31,158.2,145.2,medium,154.22,140.4,13.82,0.098433048,extr S1B_17072013,10.02,50,incub S1B_17072013,9.72,9.72,50,,,,,,,,,
S1,C,17/7/2013,17/7/2013,,S1C_17072013,179.99,180.8,167.2,medium,176.9,162.4,14.5,0.089285714,extr S1C_17072013,10.57,50,incub S1C_17072013,10.03,10.03,50,,,,,,,,,
S1,D,17/7/2013,17/7/2013,,S1D_17072013,137.66,138.7,126.4,medium,134.57,121.6,12.97,0.106661184,extr S1D_17072013,10.1,50,incub S1D_17072013,10.05,10.05,50,,,,,,,,,
S1,E,17/7/2013,17/7/2013,,S1E_17072013,152.5,153.4,141.4,medium,149.41,136.6,12.81,0.093777452,extr S1E_17072013,10.64,50,incub S1E_17072013,9.95,9.95,50,,,,,,,,,
M1,A,17/7/2013,17/7/2013,,M1A_17072013,150.69,151.5,137.1,medium,147.6,132.3,15.3,0.115646259,extr M1A_17072013,10.45,50,incub M1A_17072013,9.96,9.96,50,,,,,,,,,
M1,B,17/7/2013,17/7/2013,,M1B_17072013,133.56,134.5,123,medium,130.47,118.2,12.27,0.103807107,extr M1B_17072013,10.39,50,incub M1B_17072013,10.28,10.28,50,,,,,,,,,
M1,C,17/7/2013,17/7/2013,,M1C_17072013,147.63,148.8,134.1,medium,144.54,129.3,15.24,0.117865429,extr M1C_17072013,10.42,50,incub M1C_17072013,10.14,10.14,50,,,,,,,,,
M1,D,17/7/2013,17/7/2013,,M1D_17072013,188.29,189.1,169.1,medium,185.2,164.3,20.9,0.12720633,extr M1D_17072013,9.94,50,incub M1D_17072013,9.77,9.77,50,,,,,,,,,
M1,E,17/7/2013,17/7/2013,,M1E_17072013,170.58,171.3,154.7,medium,167.49,149.9,17.59,0.117344897,extr M1E_17072013,9.88,50,incub M1E_17072013,10.12,10.12,50,,,,,,,,,
F2,A,17/7/2013,17/7/2013,,F2A_17072013,170.14,170.8,144.8,medium,167.05,140,27.05,0.193214286,extr F2A_17072013,10.63,50,incub F2A_17072013,10.87,10.87,50,,,,,,,,,
F2,B,17/7/2013,17/7/2013,,F2B_17072013,149.3,150.1,128.4,medium,146.21,123.6,22.61,0.182928803,extr F2B_17072013,9.9,50,incub F2B_17072013,10.42,10.42,50,,,,,,,,,
F2,C,17/7/2013,17/7/2013,,F2C_17072013,159.77,160.4,138.5,medium,156.68,133.7,22.98,0.171877337,extr F2C_17072013,10.41,50,incub F2C_17072013,9.25,9.25,50,,,,,,,,,
F2,D,17/7/2013,17/7/2013,,F2D_17072013,137.66,138.4,119.7,medium,134.57,114.9,19.67,0.171192341,extr F2D_17072013,10.46,50,incub F2D_17072013,10.04,10.04,50,,,,,,,,,
F2,E,17/7/2013,17/7/2013,,F2E_17072013,178.65,178.9,151.8,medium,175.56,147,28.56,0.194285714,extr F2E_17072013,9.87,50,incub F2E_17072013,9.67,9.67,50,,,,,,,,,
Blank,NA,NaN,17/7/2013,,bnk 17072013,200.56,NA,NA,NA,NA,NA,NA,NA,bnk 17072013,NA,50,NA,NA,NA,NA,,,,,,,,,
Blank,NA,NaN,17/7/2013,,bnk 17072013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 17072013,NA,50,NA,NA,NA,NA,,,,,,,,,
Blank,NA,NaN,17/7/2013,,bnk 17072013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 17072013,NA,50,NA,NA,NA,NA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1,A1,19/7/2013,19/7/2013,,S1A1_19072013,165.51,166.5,155.4,medium,162.42,150.6,11.82,0.078486056,extr S1A1_19072013,9.26,50,incub S1A1_19072013,10.85,10.85,50,,,,,,,,,
S1,A2,19/7/2013,19/7/2013,,S1A2_19072013,147.13,148.2,138.6,medium,144.04,133.8,10.24,0.076532138,extr S1A2_19072013,9.53,50,incub S1A2_19072013,9.45,9.45,50,,,,,,,,,
S1,B1,19/7/2013,19/7/2013,,S1B1_19072013,148.02,149,135.3,medium,144.93,130.5,14.43,0.110574713,extr S1B1_19072013,10.25,50,incub S1B1_19072013,9.84,9.84,50,,,,,,,,,
S1,B2,19/7/2013,19/7/2013,,S1B2_19072013,148.86,149.9,137.3,medium,145.77,132.5,13.27,0.100150943,extr S1B2_19072013,10.1,50,incub S1B2_19072013,9.91,9.91,50,,,,,,,,,
S1,C1,19/7/2013,19/7/2013,,S1C1_19072013,183.62,184.6,167.9,medium,180.53,163.1,17.43,0.106866953,extr S1C1_19072013,10.29,50,incub S1C1_19072013,10.06,10.06,50,,,,,,,,,
S1,C2,19/7/2013,19/7/2013,,S1C2_19072013,168.25,169.2,154.2,medium,165.16,149.4,15.76,0.105488621,extr S1C2_19072013,10.26,50,incub S1C2_19072013,9.85,9.85,50,,,,,,,,,
M1,A1,19/7/2013,19/7/2013,,M1A1_19072013,153.36,154.3,141,medium,150.27,136.2,14.07,0.103303965,extr M1A1_19072013,10.08,50,incub M1A1_19072013,9.56,9.56,50,,,,,,,,,
M1,A2,19/7/2013,19/7/2013,,M1A2_19072013,168.73,169.6,155.8,medium,165.64,151,14.64,0.096953642,extr M1A2_19072013,9.8,50,incub M1A2_19072013,9.88,9.88,50,,,,,,,,,
M1,B1,19/7/2013,19/7/2013,,M1B1_19072013,141.01,142.2,127.9,medium,137.92,123.1,14.82,0.120389927,extr M1B1_19072013,9.39,50,incub M1B1_19072013,10,10,50,,,,,,,,,
M1,B2,19/7/2013,19/7/2013,,M1B2_19072013,190.11,191,175.4,medium,187.02,170.6,16.42,0.096248535,extr M1B2_19072013,10.34,50,incub M1B2_19072013,10.03,10.03,50,,,,,,,,,
M1,C1,19/7/2013,19/7/2013,,M1C1_19072013,161.13,162.1,145.8,medium,158.04,141,17.04,0.120851064,extr M1C1_19072013,9.43,50,incub M1C1_19072013,9.37,9.37,50,,,,,,,,,
M1,C2,19/7/2013,19/7/2013,,M1C2_19072013,191.54,192.4,173.7,medium,188.45,168.9,19.55,0.115748964,extr M1C2_19072013,9.89,50,incub M1C2_19072013,10.28,10.28,50,,,,,,,,,
F2,A1,19/7/2013,19/7/2013,,F2A1_19072013,157.38,158.4,135.9,medium,154.29,131.1,23.19,0.176887872,extr F2A1_19072013,10.07,50,incub F2A1_19072013,9.84,9.84,50,,,,,,,,,
F2,A2,19/7/2013,19/7/2013,,F2A2_19072013,145.04,146.1,125.3,medium,141.95,120.5,21.45,0.178008299,extr F2A2_19072013,9.63,50,incub F2A2_19072013,9.62,9.62,50,,,,,,,,,
F2,B1,19/7/2013,19/7/2013,,F2B1_19072013,193.05,194,166.1,medium,189.96,161.3,28.66,0.177681339,extr F2B1_19072013,9.94,50,incub F2B1_19072013,9.43,9.43,50,,,,,,,,,
F2,B2,19/7/2013,19/7/2013,,F2B2_19072013,128.15,129.2,112,medium,125.06,107.2,17.86,0.166604478,extr F2B2_19072013,10.55,50,incub F2B2_19072013,9.71,9.71,50,,,,,,,,,
F2,C1,19/7/2013,19/7/2013,,F2C1_19072013,184.01,184.9,158.9,medium,180.92,154.1,26.82,0.174042829,extr F2C1_19072013,10.77,50,incub F2C1_19072013,9.52,9.52,50,,,,,,,,,
F2,C2,19/7/2013,19/7/2013,,F2C2_19072013,166.96,168.2,146.5,medium,163.87,141.7,22.17,0.156457304,extr F2C2_19072013,9.59,50,incub F2C2_19072013,9.61,9.61,50,,,,,,,,,
Blank,NA,NaN,19/7/2013,,bnk 19072013,200.31,NA,NA,NA,NA,NA,NA,NA,bnk 19072013,NA,50,NA,NA,NA,NA,,,,,,,,,
Blank,NA,NaN,19/7/2013,,bnk 19072013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 19072013,NA,50,NA,NA,NA,NA,,,,,,,,,
Blank,NA,NaN,19/7/2013,,bnk 19072013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 19072013,NA,50,NA,NA,NA,NA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,A,23/7/2013,23/7/2013,25/7/2013,S3A_23072013,125.6,124.79,107.3,small,122.51,104.89,17.62,0.167985509,extr S3A_23072013,10.07,50,incub S3A_23072013,9.98,9.98,50,30/7/2013,31/7/2013,,,,,,,
S3,B,23/7/2013,23/7/2013,25/7/2014,S3B_23072013,155.65,154.99,142.4,small,152.56,139.99,12.57,0.089792128,extr S3B_23072013,9.9,50,incub S3B_23072013,10.05,10.05,50,30/7/2013,31/7/2013,,,,,,,
S3,C,23/7/2013,23/7/2013,25/7/2015,S3C_23072013,131.09,129.73,115.6,small,128,113.19,14.81,0.130841947,extr S3C_23072013,9.96,50,incub S3C_23072013,10.17,10.17,50,30/7/2013,31/7/2013,,,,,,,
S3,D,23/7/2013,23/7/2013,25/7/2016,S3D_23072013,129.73,129.13,115.5,small,126.64,113.09,13.55,0.119816076,extr S3D_23072013,9.47,50,incub S3D_23072013,10.58,10.58,50,30/7/2013,31/7/2013,,,,,,,
S3,E,23/7/2013,23/7/2013,25/7/2017,S3E_23072013,150.7,149.18,134.5,small,147.61,132.09,15.52,0.117495647,extr S3E_23072013,10.65,50,incub S3E_23072013,10.26,10.26,50,30/7/2013,31/7/2013,,,,,,,
M2,A,23/7/2013,23/7/2013,25/7/2018,M2A_23072013,144.96,143.73,115.8,small,141.87,113.39,28.48,0.251168533,extr M2A_23072013,9.9,50,incub M2A_23072013,10.18,10.18,50,30/7/2013,31/7/2013,,,,,,,
M2,B,23/7/2013,23/7/2013,25/7/2019,M2B_23072013,86.26,85.68,69.9,small,83.17,67.49,15.68,0.232330716,extr M2B_23072013,9.95,50,incub M2B_23072013,10.55,10.55,50,30/7/2013,31/7/2013,,,,,,,
M2,C,23/7/2013,23/7/2013,25/7/2020,M2C_23072013,187.2,185.48,152.4,small,184.11,149.99,34.12,0.227481832,extr M2C_23072013,10.05,50,incub M2C_23072013,10.22,10.22,50,30/7/2013,31/7/2013,,,,,,,
M2,D,23/7/2013,23/7/2013,25/7/2021,M2D_23072013,167.44,165.64,133.6,small,164.35,131.19,33.16,0.252763168,extr M2D_23072013,9.43,50,incub M2D_23072013,10.38,10.38,50,30/7/2013,31/7/2013,,,,,,,
M2,E,23/7/2013,23/7/2013,25/7/2022,M2E_23072013,171.11,169.4,137.6,small,168.02,135.19,32.83,0.242843406,extr M2E_23072013,10.31,50,incub M2E_23072013,10.03,10.03,50,30/7/2013,31/7/2013,,,,,,,
F3,A,23/7/2013,23/7/2013,25/7/2023,F3A_23072013,173.57,171.63,146.4,small,170.48,143.99,26.49,0.183971109,extr F3A_23072013,9.96,50,incub F3A_23072013,10.42,10.42,50,30/7/2013,31/7/2013,,,,,,,
F3,B,23/7/2013,23/7/2013,25/7/2024,F3B_23072013,172.26,170.45,147.6,small,169.17,145.19,23.98,0.16516289,extr F3B_23072013,10.27,50,incub F3B_23072013,10.23,10.23,50,30/7/2013,31/7/2013,,,,,,,
F3,C,23/7/2013,23/7/2013,25/7/2025,F3C_23072013,172.86,172.03,149,small,169.77,146.59,23.18,0.158128112,extr F3C_23072013,10.02,50,incub F3C_23072013,10.84,10.84,50,30/7/2013,31/7/2013,,,,,,,
F3,D,23/7/2013,23/7/2013,25/7/2026,F3D_23072013,154.64,153.92,132.1,small,151.55,129.69,21.86,0.168555787,extr F3D_23072013,9.59,50,incub F3D_23072013,9.73,9.73,50,30/7/2013,31/7/2013,,,,,,,
F3,E,23/7/2013,23/7/2013,25/7/2027,F3E_23072013,132.36,130.97,114.3,small,129.27,111.89,17.38,0.155331129,extr F3E_23072013,10.2,50,incub F3E_23072013,10.46,10.46,50,30/7/2013,31/7/2013,,,,,,,
Blank,NA,NaN,23/7/2013,25/7/2028,bnk 23072013,200.1,NA,NA,NA,NA,NA,NA,NA,bnk 23072013,NA,50,NA,NA,NA,NA,NaN,NaN,,,,,,,
Blank,NA,NaN,23/7/2013,25/7/2029,bnk 23072013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 23072013,NA,50,NA,NA,NA,NA,NaN,NaN,,,,,,,
Blank,NA,NaN,23/7/2013,25/7/2030,bnk 23072013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 23072013,NA,50,NA,NA,NA,NA,NaN,NaN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
